y;message
0;ikr know about them and other close friendship group since long time ago but some fans like bjs sones never believe in me until now since sone some of bj even said don act like you are an angel like you angel please tt cassonexotic wonderful but loove ne esp dara cl please sones blackjacks ignore fake sone fake blackjack who always make fire fanwar 
0;rourke needs to give me fucking like preparation does wayne brady need to slap bitch 
0;what the hell are you talking about 
1;uh guest using uh doesn make you sound intelligent or superior it makes you sound like the moron you always prove you to be in you case you should spell it duh 
0;xxthebossxx which one there 
0;let get nasty damnit doc thats what you need to say 
0;am sorry mr ramsey you race card has been declined you are over you limit 
1;well done chubbs wish was as fat as you 
0;she isn that annoying give her break that low blow 
0;every fu cking bump is foul when you guard lebron 
0;how about trying this have you kids come home before am say about pm he is take responsability for you kids 
1;you are wrong beside stupid asshole was production supervisor in printing company indetroit making usd and spent all my life in printing now am years old and still working part time in printig company in detroit and never worked in liquor store 
1;what selfish slutbag that fucking fat ass chubby cheeked bitch probably got mad because her precious baby boy was hungry how dare he eat food not only do children require food to grow and become helathy adults but this bitch probably fed them hoho and twinkies can just hear her now get off my food you little shit that my motherfucking twinkie momma got the munchies then whack with fucking hammer what cunt 
1;your mother should have had an abortion and thus none of us would be subjected to you stupidity tonight 
0;manu was cleared by doctors for minor basketball work with his hand 
0;bet you bitch like hell about you taxes too keeping people in jail is not cheap 
0;robert moroni you fuckin dimwit do you know what parody is it fuckin parody of fox news and it sounds accurate to me 
1;to dummy scummy adam caith stop twisting history you despicable fool you are soon choking with you own lies 
0;now you re making me hungry 
1;dntchu go suck dick sme whrr else hoe 
0;just can stand the truth can you either that or you are truly enjoying you blissful ignorance 
0;you would look beautiful 
0;omfg have seen it on tv those possitions omg omfg will do anything to be trained personally by my ultimate bias oh dear fucking indeed fucking god 
0;shultzmaker of you are making mistake don be follower just sayen boston loses by dd tonight more user id smiley hours ago like reply quote flag edit sharetell your friends shultzmakerheat to more user id smiley hours ago like reply quote flag edit sharetell your friends sefersonoh ok mr smiley dimes didn know any books accepted smiley cent bet guess with monopoly money it doesn matter more fans like this user id smiley hours ago like reply 
0;question are you boy or girl 
0;shearnut that you may be correct do not like people who want to destroy america smiley 
0;if you poor how do you become overweight 
0;esther sussman the coffee candle you always wanted apparently the heat from the candle gives off coffee smell 
0;truth niggas still going platinum so dont want to hear bootlegging killed you album you album didnt sell cause its wack 
0;cat can only catch you tongue when you are advocating what is unwholesome 
0;los angeles kings smiley new jersey devils goals on the minute powerplay the dumb shit that took the charge may have just caused the devils the cup 
0;looks like you sarah 
1;and nobody partially gives fuck about you or you garbage state 
1;learn reading comprehension sure urlacher is above average maybe even great as said he the dick butkus of you time in response to the it takes team comment just add that it is further proof that the bears suck as for chicago and politics do you really need to be told about the chicago way it influences everything even you crappy organization called the chicago bears 
0;you don want president you want god presidents can walk on water they can only work with their legislation and it so happens that they re rightwing fanatics 
0;shooting and action motherfuckers 
0;if you are talking of the entitlement of social security because of its insolvency the moneys stolen by president johnson should be paid back first the problem isn entitlements those dollars get recirculated back into the economy the problem is all the bogus creation of agency and contracts under some pretext so all these unnecessary agency can rape americas tax coffers its contracts contracts contracts that are americas problem then there is the federal reserve scam 
0;think may have something in my eye 
1;when you species finally evolves then we can talk until then you are nothing more than common pet 
0;okay here comes the question that could really blow this thing up given that wh never manifested anything that suggested that she had drug problem before she met bobby brown and she did manifest thereafter to what degree could bb find himself culpable in criminal or civil court in the death of wh if the toxicology tests determine that drugs contributed ton her death 
1;your still loser man we must have really gotten under you skin lol 
0;joe rogan is one naive mother fucker 
0;besides he can rescind all of obama directives on his first day on the job 
0;the laughs you two heard were triggered by memories of his own high flying exits off moving beasts 
0;you take the money represent the child molester and hold you nose you don try to look like you re enjoying it 
0;fuck harry potter 
0;famousoriginallucas poor ian 
1;you sound like rain man 
0;the kk the klu klux klan the military wing of the democratic party lol 
0;android is everything steve jobs envisioned ios to be that why he hated it so much lmfao that was apples most pathetic update yet that shit should not os 
0;rourke needs to give me fucking like lambeauorwrigley aciddragon reesy thermos dented reminds me of killer line from horrible bosses jennifer anniston horny dentist character reports watching some beefcake guy on tv and fingering herself so hard she broke nail 
0;if you husband is out of work why don you have him get back to those candidates about the status of their applications 
0;wtff is this shit he shot the fuck out for this shit diz won and only seen this clip of the battle smh 
0;you call me what ever you want we both know you refuse to answer tough questions or get into intelligent debate everyone that reads you comments know you are not smart enough to debate 
0;you konw what just know bullshit 
0;obama has spent more in smiley years than bush did in budget chief jeffrey zients is full of bs if wanted to watch horse ass drop load of dung go out to the farm 
0;megapixel picture quality lcd led in terms of power comsumption on smartphones colors fidelity lcd led you argue about blacks and you forget all the other colors 
1;the easy part about walker pissing me off is he arbitrily takes away bargained for right then sits back while people like you who know nothing about unions do his dirty work for him why enjoy being pawn 
0;yes you are correct and in not too disimilar packaging too 
0;can not believe americans are so stupid fat and lazy you sit around in you lay boys watching football and listenening to you ipods that you don even care that the country you grandparents and great parents died to protect is eroding away because of evil liberals never would have even called representative in this case school health inspector would have had their ass handed to them and then the school principle too for even having such useless position in the first place who has time to inspect kids lunches and who has to pay person to do that at any school it time for you idiots to vote out these libs and elect hardcore conservatives across the board who cares who is president if you don have conservative house and senate 
0;bath salts gosh but seriously bath salts come in mg packets most of the idiots taking that shit don realize you are only supposed to take mg at time most of them take it all at once this leads to some seriously seriously fucked up people doing some seriously fucked up shit and they aren even close to being banned in most states yet do you favor and stay the fuck far away from that shit 
0;time to jump off the bridge and end this embarrassment thanks 
0;they are only covering it because cbs has been for over six months they can look as if they ignored the story cnn ratings are already bad enough 
1;and so dummy bob is there reasoned foundation for you post that is other than nonsense 
0;please go study up on bain hav you ever heard of staples dominos pizza sporty authority the fact that you have no idea what you post does not stop you sure hope you are too ypung to vote because you dont have any idea 
1;ok going there and going to be ignorant like you and the other dum asses that reply stupid racial rematk about afraican american blacks negros at least black people kill other people white people eat them 
1;jimmy produce anything of any value that anyone wants or needs and you ll find someone willing to trade with you for something you want or need it very simple tip of the day whining is worthless 
1;some of the comments read here are so so lame white people just want the world to be so fair now but over the course of their hundreds and hundreds of years of opression death and fear it was ok american white people hung people cut off their private parts and took pictures with their kids and family around these dead bodies singing in the wind truly sick mind state you kids they created tricks and illegal laws and rules to get ahead in america for hundreds of years they raped and killed destorying families and now because person makes choice to go to all black school where teacher ca see black student for themselves or gets interview when white doesn its reverse racism white people until you lived another history stop crying and get off you high horse 
0;trust me she is bitch and awesome and cool and opinionated and strong and not afraid of being judged and beautiful she for real what you see is what you get not some cardboard superficial bullshit hope you like this type of blog entertainment who puts my blog will melt you face off but still gets laughs and votes it entertainment and what you expect from typical design blogging aka edu tainment think it good love it and don know shit about design 
0;mitt created jobs mitt created thousands of jobs mitt created net plus in jobs 
0;come back to reality barry wasn mentioned in the article you re seeing ghosts that aren there 
0;only little dick niggas appreciate virgins 
0;where are you going with this 
0;he must be you little buddy or you would look at the facts 
1;ridiculous article ign this is just so stupid it hurts 
0;hahaaha they are trying to bann cats cause everyone is getting high when they spray 
0;irony is not in most conservative vocabulary 
1;you are fucking idiot 
1;shitbagger go fuck you mother up the ass without lube 
0;ron paul is scary wrong 
0;not unless you are mormon in good standing 
0;then do it when the law says to 
0;they want big business to be successful only until they have to pay for that success 
0;dibrubaker lkissler always love my mt peeps and anyone else who crosses my path virtual real but tech never trumps us meeting in person 
1;stop crying fans you time is up 
1;well said that you re all mouth and no facts has no bearing keep repeating it though eventually you ll convince other idiots that you know something 
1;what are you homeschooled 
0;if we were in someone else country would understand why the principal did this but this was done right here in america so principal greta you did not want to offend those foreigners who are not citizens of this great nation because of political correctness and cultural sensitivity will bright girl you just offend over of the americans and the american culture what about our culture principal greta foreign culture takes precedence over american culture on our own soil now 
1;looks like that little cut paste job has gotten little dog eared maybe its time for fresh look at the facts oh shit forgot facts are fungible in you world 
0;to the chelsea fan yes liverpool spent mil mil in which you gave us smiley so we spent mil on players bargain ehy but you team mil plus for pentioners lol 
0;teach you children to be parasitical glommer onner worthless vile wretched puke who does not create thing but who loves to lie swindle cheat its way into possession of the works of others and then take over their lives and tell them what is best for them even if they must slay innocents to do it takes special kind of criminally insane hysterical pig freakery that can only be summed up in one word democrats 
1;thats crazy if eat pussy then so be it but fact is dont in you gay ass do fuck outta here bitch 
0;oh my god totally forgotten about that lol but holy shit that is so fucking funny lol 
0;yes now we re talking lots of good ideas but many think would be rejected as tax increases by republicans and lobbyists would fight them all and congress on both sides would fight them do you think romney orobama would be be more open to you proposals 
1;yes his first term is and it on to his nd time to get the nails out of you brain so that you can think clearer 
0;votto was in our farm before krusty ever came here so was bruce and cueto phillips was here too but not from our farm you idiot 
0;can type how wanna dont give fuck trynna get attention dont give fuck thats what people needa know bout me dont give fuck lol 
1;so are you sisters 
0;dick zinya steps up to microphone tap tap tap dick zinya nbsp bullshit dick zinya walks away nd scene 
0;thats pathetic flop fuck you jvg 
1;im not the moron that tried comparing the two teams its impossible to compare you asked answered think the celtics in the are better than this heat team can prove it nobody can grow the fuck up 
0;don be fucking asshole don strike up awkward conversations with strangers on the subway 
0;kikwang isnt in the mv or are you talking about something else 
0;damn you guys woke up baby bron bron and now he choking 
0;and the whole universe is being slowly sucked into black hole in space see how it all works now we are all fucked no matter how or what we do in life life is rigged to work against us all we cant win no matter what we do we are all hand string puppets being slowly tortured our whole lives till we are dead by some force out there we can not control 
0;you must be very proud to say you team won smiley years ago go devils 
1;you don intimidate me you two bit bully go fudge you you low life low rent douchebag 
0;thank you very much for you work 
1;you re both couple of homos 
1;your pussy stop hitting woman and fight me bitch ass nigga 
0;sadly its not just nj the whole visa system is rotten from head to toe and hopelessly broken there just arent enough people out there to investigate all the complaints and abuses that are so prevalent in the visa system and so it has become place of widespread fraud abuse dehumanization and exploitation sadder still is that companies dont realize that when they hire visa holders that they are helping to contribute to the problem nj just so happens to have stumbled across the tip of the iceberg 
0;not to mention all the lame brother in laws she ll be getting 
0;maybe can just fuck off and leave traditions alone bitch 
0;allan evans some who actually pay to see you more fool them if they disagree with his tax status 
0;what going on with brown is systemic in the right wing fascist party they don tell the truth and about half our citizenry are too fucking stupid to check them out they ll swallow whatever they spew and never question it 
1;stfu you absolute dumbass ho bag bush playing golf and cheney forbidding pictures being taken of us soldiers caskets coming home was probably just great as far as you re concerned when you re out watering you tree of liberty try watering you tree of intelligence too maybe one day it will sprout and get you above iq 
0;your comment shows how absolutely little you know 
1;oh my god you are dumber than box of hair 
1;congratulations you are complete idiot now go back to smoking you hopium 
1;can you smell the desperation they see it all slipping away hate doesn sell like it used to sure you can encourage encephalitic headed goobers to throw acid on women and it might just happen sure they might feel good for few days high fiveing each other but the excitement wears off and then they have to face themselves in the mirror howdy piece of shit how are you today aww why the sad face you still have months until it over give it you hateful best crosshairs worked good in arizona maybe go that route 
1;you mom smells like fish 
0;remember all the haters screaming to get rid of blanton before the season where are they now not so fat joe is pitching his pudgy lil heart out oh and guess what this team is starting to hit another thing the haters like to dwell on where are they now all you chollie bashers ain showing you butts now are you whatsamatter seeing the faithful faith in this team is well deserved by them gotta luv the paper fans gotta luv them get the hell off of our bandwagon you wannabe so calle fans 
0;they do that even on channels with old tv shows ep for example 
0;liked the cersei arc in book the rest of it was fairly forgettable 
0;justin totally think you are right because if someone talks crap about me don care but if someone started talking crap about my family or friends or someone look up to like you would say that not cool but if someone touched me would do what they do to me put harder because don believe in fighting for no reason do not fight but for the real reasons only 
1;no liberal you cocksucker just not so stupid fucker as to shoot kid going for candy you re puzzy that is scared of shadows 
0;you are absolutely right 
0;very worthwhile website page merely got very little to do thus simply killing time searching the internet and feel as if ve stumbled upon some really practical web site thank you so much 
0;know this room is the equivalent of hooker acting offended when you pull you penis out 
0;see you play you little insult games with other posts 
1;notheism are you serious how can you say this is revenge the rapist was caught in the act understand you ignorance but for god sakes pick up dictionary 
1;your dumb this is clear case of self defense one day you will be in situation where you glad someone was there to protect you pu ass just like zimmerman protected his own all evidence clearly points to an act of self defense 
0;ouch wouldn call her turd jeez mean she is not very talented actor or model but she isn turd 
0;like her if you get into her court and be polite and act like you got some common sense then she okay but if you go into her courtroom acting like jackass god help you damn with kids 
0;this is an example of what is wrong with america 
0;its all fun and games til someone goes blind 
0;you know couple of you apes took her to abuse her only hope she comes back in one piece 
0;the quote above states the following and her refusal to endorse candidate she noted on fox news sunday that she was not convinced romney was true conservative has only increased speculation that she simply biding her time until after watching sarah incredible speech at cpac it seems to me that perhaps there is some truth to this assessment since she has been and still is the voice of the working everyman woman maybe she is bidding her time figuring the establishment will blow this election again with mushy middle of the road republican if obama wins it will finally unmask the establishment as losers if romney wins he will govern as major rino and she could primary him not sure if that is her plan or not the only downside to that is will be much tougher gop field still believe her time was now if you would have told me after her sept smiley rd speech that sarah would have sat it out and rick santorum of all people was beginning to beat romney would never have believed it not one of these folks that believes in the unelectable meme but if there was person would have thought would have fit that bill it would have been rick santorum it just goes to show once again what could have been with sarah in the mix if rs can do it wish her and her family nothing but the best life has to offer but still believe she might have missed her best chance but it clear from cpac that conservative still love her there is always hope but so wish could have voted for president palin in 
0;this is the same obama who slandered ghw for an executive privilege claim 
0;ha ha ha poznata pedercina sa juzne tribine kaze da ce popusiti vermezu kurac kao stara dobra vremena sunce ti zareno pa on svoju nastranost izoblicenost ne skriva nego javno trazi da mu se stavlja usta fuj kakva droljetina 
0;wonder if that stand up in court he might have killed someone but fuck me he can play cricket he was prick 
1;garbage overload stop it peasemold you re confusing you never heard so much old shit in my life 
0;aha see auntyred has finally left her kitchen sink to comment stupid ones at that as usual 
0;bosh is ready they just dont need him to play 
0;blaine jungwirth definitely thought that only deserved but hey takes what gets 
0;thunder have trash bench take away harden what games be watching 
1;suck dick pussy ass nigga bitch 
0;hope you two get in the same situation enjoy you prison time murderers 
1;evelyn we new you were trash in the beginning but as the show grew you got out of control and really showed the world who you really are trash trash is what you are and you and chad are deserving of each other you all are from the same flock 
1;hey bete sounds like gay fucking faggot stfu ghetto ass idk if are ethiopia or nor but thats how it works in ethiopia 
1;are you stupid if there twins there both you moron you want to know how many minutes apart they are does it matter your just as stupid as them are you related 
0;they are on the level of crazy truthers and moon landing deniers now 
1;nobody sube due you mother and she is big lip watermelon eatin baboon 
1;fuck fuck fuck you mawe 
1;hey cnn this is what you get when you serve as obama whore don you realize he is pimp daddy and has no loyalty to you how about just straight line reporting the news you guys are like sophomoric dummies doing class project you reports are laughable 
1;please tell me you tried to spell rondo in you username you seem like dumb fella 
1;really police wouldn use tear gas on white man wanted for smiley counts of capital murder you are such fool 
0;mrrobp think this conversation honestly just boils down to matter of opinion like burton batman too but felt he changed so much as well to fit his gothic style just like nolan changes lot to fit his realism edge dont want ultra realism for all comic books just feel it really works for batman plus like more mature movies and the darkness in this series really makes me believe that these people can exist out there when saw tdk an aspect that made it so mezmerizing and great for me was that can truly believe that man like ledger joker is out there somewhere idk but it made the experience of that film so visceral but that approach wouldnt work for spiderman or avengers or basically all other superhero movies nolan batman gives the audience something no other superhero movie can give one that can honestly happen and that makes it more fantastical in my opinion 
1;have you ever been though hurricane moron its lot more than just little rain guess when you get hit with the worst case scenario you can be on you own good luck 
0;know we were without kadri and frattin etc but norfolk played almost the same amount of games as us they would be just as banged up 
0;and it get better coming back to the page the fucking autoplay is on again 
0;been there done that got the shirt posting here is part of the counseling for my parole thanks for caring though 
0;mandingo just stop now you are claiming cotto has no balls go learn the sport 
1;would someone who regurgitates and parrots the sheep line from the tape recording really understand 
0;because that is how they get their rocks off our government is run by pedophiles who sexually torture children 
1;fact radical comic creator is written with real basic you have argued against this fact please go to the project page on github and see for you fact lunduke has now consumed worth of time has begged for additional money for hardware and has not delivered on his promise as of yet fact you think that am an ignorant hillbilly though you frequently insert symbols into you responses and use improper numerology when describing number you habitually forfeit grammar and partially form words in addition to that you stream of consciousness is collection of poorly constructed sentence fragments in short you english sucks dick fact you think that the internet is the only place where you have freedom of speech on the internet and in america and just said whatever the fuck wanted to implore you to argue these facts directly 
0;you know what would be fun if you guys talked crap back to us more entertaining 
1;you are stupid 
0;ll stick tea bag up you azz 
0;today is great day to be an american now we stand here one step closer to the dream of liberty and justice for all citizens regardless of race religion gender or sexual orientation we will win this war for our equality take look at the polls my generation is overwhelmingly on the side of marriage equality anti gay bigots are becoming the minority and quickly but don worry you guys promise we wont treat you bigots as badly as you treated us now that would just be cruel lol down smiley to go 
1;it because you re an obama slave 
1;don care how you feel don care what you think about me am in fact the rational one in this conversation and you continued display of stupidity is more evidence of you blind allegiance to true source of change you poltroons think we need is marxism you idiots are plunging headlong to you own destruction and laughing and cheering about it you pitiful pathetic spectacle 
1;you sir are ron 
0;otra historia estaria contanto el senador escalona si en el binominal no ubiese estado la udi rn con un smiley de los votos de la epoca obtuviera de los esca os de diputados en el senado no ubiesen estado los senadores designados quienes han protgido entonces la mal llamada obra de la inequidad en chile entonces los mismo que hoy nos gobiernas pues los cuorum para cambiar leyes economicas debito fiscal tenian que pasar por cierto por rn la udi que mala memoria de los que bomitan odio balas en este foro 
0;thunder down after the spurs sweep 
1;nealcity are you employed by whom you re talents are wasted at whatever you do sure of it lulz 
0;slimshadyzz yeah you are so number in terms of stupidity who cares when you re the first one to post smiley 
0;nickelback riot is when their two fans get into an argument 
1;keep telling you that you dumb tea maggot the only true racists left are turds like you and you worthless tea maggot friends 
0;this week the obama funded solar company went belly up energy conversion devices managed to blow smiley million in tax credits before filing for bankruptcy reuters reported lightweight solar product maker energy conversion devices inc filed for bankruptcy protection on tuesday the latest in string of solar companies that have collapsed in an industry shakeout the company whose filing follows years of losses and months of public discussions with bondholders said it would sell its united solar ovonic unit and other assets in bankruptcy energy conversion whose solar laminate products are used for panels on rooftops and buildings said it would continue to operate during the sale process of course democrats praised the company as one of his solar success stories before they tanked read more at gateway pundit 
0;kwaartz do you favor go to africa and look at the cultural achievements there before the white man came no wheel no reading or writing no bridges no buildings other than mud huts that look like bird nests then tell me if you are proud of you african culture far better to be proud of us culture methinks 
0;possibly but you are not that anyone 
1;jeff bootstraps fisher is troll anyone feel free to add to what you think of him 
1;are you guys fucking retarded you re trying to take pictures of these girls you guys are worse than the scum of the earth 
0;like the cover that is keyboard good idea hopefully it will be better than the nokia windows phone okay but not great 
1;odd you post this you critize me every day via email via pinterest via twitter wherelse via south station btw everyone there are just as big of losers if they condone you relationship with married man whore 
0;why not they used flame throwers in aliens 
0;or rampage you need little danger in you life right 
0;shit its saturday night 
1;then don watch it loser 
0;go back into hiding bush america still hasn gotten over you failed presidency 
0;how can you put creation in philosophy it has no fucking logic creation doesnt belong in philosophy 
0;wxcraig sheep me hasn been posting all day and nobody was talking about rdb you just appeared out of no where giggity and started attacking him for nothing fans like this seconds ago ing loving this reply quote flag 
0;umm joey the lion share of those old racist fat women hating white homophobic baggers are transplant from the very liberal very very democratic northeast soo that means that democrats are old racist fat women hating white homophobic baggers and since you just outted you in an earlier comment it apparent that you certainly know these transplanted democrats on biblical basis need pillow to sit down on joey you are soo easy to slap around so pathetic so worthless 
0;there you are had to unfollow then follow you again to see you pins 
0;if eating pussy gives you hair on you chin then harden must ve ate the whole wnba out 
0;hasn everyone had least minor flirtation with teacher don know it not all that scandalous to me if you were underage it was simply criminal 
0;wow that certainly puts things in perspective mary thoughts prayers are with you 
1;can you post statement without using the word idiot try being little more eloquent with you retorts or just start pulling the wings off of flies to while the hours away 
1;how about you stfu if this was seriously depressed person he would have tried to kill himself already your comments are always crappy and full of negativity stop 
1;you are really stupid 
0;no you re getting played like fiddle 
0;really what games are you watching let me know when you sitting games back cause you about to face us and bust you down to games back 
0;lol ralph you are the guys who are still in moi era 
0;oisin good spot and to celebrate his th birthday here some of his best jokes 
0;think you are confusing the way things are with the ways things should be operations is everyone responsibility but it should not be that way see for more detail also did not coin the term noops it was coined by forrester in april 
0;if britney spears were an unknown she be the first person booted off this show or any singing show her voice could kill small animals 
0;if romney gets first term we will be in exactly the same spot you have this fantasy that the politicians and parties run this country the true power lies with the nsa and cia the president is nothing but figure head 
0;joshxdlozano mafyoso if you give me you email will email it to you if you don have it on you idevice 
0;you calling others ignorant assholes hahahah that is fucking joke 
1;you re intellectually challenged 
1;lame congress idiots or tyrants debating bullshit there are no terrorists except those who invented terrorism mossad and the military intelligence go watch the whistle blower at dormantideas and you will see this congress is completely out of touch or with the tyrants bought and paid for this is no joke acts that are equal to hitler enabling act of and you debate what the fck are you debating fckng wake up idiots 
0;fox news fc feb baed smiley isqus you hit the nail on the head illegal is illegal 
1;too bad you liberal education failed you you are product of the liberal moocher society 
1;what you are jussi is plain old fashioned idiot am no fan of the usa any more than am fan of airchair bigot warriors like you am talking about the politics inherent in warfare and made comment as to why hamas chooses now to accept responsibility openly you fool this is the area am trained in political science not superstition and religiously motivated jargon like you 
0;who so ever you are bravo 
0;it is bad can even begin to reflect and do justice to how much damage this program has caused children was dealing with kids in and out of foster care know of many who were abused lots on drugs and alcohol now because of abuses no one cares give the fosters and close the door if you have working fire smoke alarm and lock up you guns you are good to go 
0;hope the gobbly gooker is unlockable character on wwe 
0;it better to die facing you enemy than to win hiding in bunker 
1;you re name is anon stfu 
0;go do whatever pray tell gay atheists do 
0;there aren many people more worried that obama might lose in november than beck when you re making millions selling fear to low iq rubes barack obama in the white house is very good for business 
0;raze you pathetic apple orchard to build my majestic beach house 
0;just those three the others who beat up rodney in california aren any better 
0;nobody gives damn what you want crybaby 
1;rhett and would never say you re troll 
0;because none of you guys have called someone or even txted while driving you guys are way to harsh kid was im sure he learned his lesson and feels like shit for taking someones life people make mistakes and he shouldn sit in jail for max sentence 
0;the fa need to look closely at the vt its smiley game ban balotellis nothing but trouble 
0;obama killed bin laden who do you want him to kill or why not just do it you 
1;are you that desperate to try and prove you point that you hunting all of my comments about the avengers down now you are really pathetic hope you realize that 
1;fuck faggot who the hell are you to call county shit gotta be bastard get you self fucked base born piece of shit 
0;yo deteesto esa actitud de noo alejate el es mio da fuck bro tan divertido que es sabrosearselos en grupo lanzar frases de alba il 
0;oh dear now you will be sorry in fact you will probably wish you had never been born if you had smuggled it into the uk and were unlucky enough to get caught you would have got slapped wrist by one of our weak judges asia is different drugs are not tolerated there are no human rights sentences are long prisons are real prisons not like the uk world famous holiday camps 
1;that the teabaggers who are creating the police state fucktard you lose yet again 
0;he is convicted murderer and hardened terrorist saying he is racist complements him and can believe he really knows what racist is nothing wrong with being racist it merely means you are supportive of you heritage and beliefs 
0;you are wasting you breath bc argie is most likely paid shill for aipac israel has an entire propaganda program called megaphone etc 
0;when decision goes against them why do all foreign players look like you ve just raped their wife stolen their dog and shit in their bed 
1;romney no one ever asked to see my birth certificate you fucking liar have asked several times on this site to see you supposed birth certificate when are you going to produce it motherfuker so then that means that rich pathetic pasty faced bottom feeder fuks like you get pass but obama has to produce his birth certificate time after time after time 
0;beautiful freecheese just beautiful poetic verse of knowledge and wisdom it should be posted in the congressional chambers 
1;and you are the one who daily licks it out 
1;am mm fan but he was rather unfair to most of his band members you cant just blame it on pogo as you dont know nor have you ever spoken to either of them so stfu you fucking arseholes several of mm band mates have spoken out about what manson was really like to work for and as for poor ginger he was paid lower then any of the other band mates get bloody life 
1;why dont you just eatshitanddie you are not wanted here now run along skippy 
0;jsdavis making all care for the least among us voluntary is great way to put all the burden on the good guys while leaving the greedy bastards with plenty of money to destroy the good guys the only people that object to being required to do good are the ones who would not do good otherwise 
0;love another but don love another more than we love our gawd or else he ll throw us to hell for all eternity as jesus says in the bible multiple times but don love gay people kill them kill them all kill all nonbelievers as well and witches and servants of other gods disobeying children must be slaughtered children who call our prophets bald must be torn apart by bears sent by god adulterers pfft them too and so on ad infinitum kill everyone except the mindless zealots please the intellectual inconsistency you demonstrate here makes me dizzy it was secularism and humanist ideas that pulled our little society out from the muck of religious people like you and worse don you dare to tell me or any other human being that we were born faulty sinful worthless 
0;just finished reading the breaker and they truly killed the ending that was disappointing the famous dragon got his ass whooped don know if want to start reading new waves based on all the reviews 
1;what is you evidence that she painfully bad actress do you know her from anything else other than twilight why don you hunker on down to imdb and see what else she done then come back and say something as stupid as what you said 
1;gay douch turd fuck 
0;celebrity big brother is mistake 
0;thank you jesus 
0;so you think cigar willie clinton will help obongo win balack obongo has learned his lesson too late you cant trust fuckingliberal just like you cant trust liberal troll commenter 
0;so you are saying smiley is not expensive rich boy logic 
0;you aren making sense 
0;are you trying to tell us something 
0;breaking news breakingnews russian oligarch coming to london for olympics caught up in arms export to syria regime row telegraph 
0;didn realize pop has weak eye 
0;you ll be not waiting foerever 
