y;message
1;ok i m going there and i m going to be ignorant like you and the other dum asses that reply a stupid racial rematk about afraican american blacks negros at least black people kill other people white people eat them 
1;jimmy produce anything of any value that anyone wants or needs and you ll find someone willing to trade with you for something you want or need it s very simple tip of the day whining is worthless 
1;some of the comments i read here are so so lame white people just want the world to be so fair now but over the course of their hundreds and hundreds of years of opression death and fear it was ok american white people hung people cut off their private parts and took pictures with their kids and family around these dead bodies singing in the wind a truly sick mind state your kids they created tricks and illegal laws and rules to get ahead in america for hundreds of years they raped and killed destorying families and now because a person makes a choice to go to all black school where a teacher ca see a black student for themselves or gets a interview when a white doesn t its reverse racism white people until you lived another s history stop crying and get off your high horse 
0;trust me she is a bitch and awesome and cool and opinionated and strong and not afraid of being judged and beautiful she s for real what you see is what you get not some cardboard superficial bullshit hope you like this type of blog entertainment who puts my blog will melt your face off but still gets laughs and votes it s entertainment and what you expect from typical design blogging aka edu tainment i think it s good i love it and i don t know shit about design 
0;mitt i created jobs mitt i created thousands of jobs mitt i created a net plus in jobs 
0;come back to reality barry wasn t mentioned in the article you re seeing ghosts that aren t there 
0;only little dick niggas appreciate virgins 
0;where are you going with this 
0;he must be you r little buddy or you would look at the facts 
1;ridiculous article ign this is just so stupid it hurts 
0;hahaaha they are trying to bann cats cause everyone is getting high when they spray 
0;irony is not in most conservative s vocabulary 
1;you are a fucking idiot 
1;shitbagger go fuck your mother up the ass without lube 
0;ron paul is scary wrong 
0;not unless you are a mormon in good standing 
0;then do it when the law says to 
0;they want big business to be successful only until they have to pay for that success 
0;dibrubaker lkissler always love my mt peeps and anyone else who crosses my path virtual real but tech never trumps us meeting in person 
1;stop crying c s fans your time is up 
1;well said that you re all mouth and no facts has no bearing keep repeating it though eventually you ll convince other idiots that you know something 
1;what are you homeschooled 
0;if we were in someone else country i would understand why the principal did this but this was done right here in america so principal greta you did not want to offend those foreigners who are not citizens of this great nation because of political correctness and cultural sensitivity will bright girl you just offend over of the americans and the american culture what about our culture principal greta foreign culture takes precedence over american culture on our own soil now 
1;looks like that little cut n paste job has gotten a little dog eared maybe its time for a fresh look at the facts oh shit i forgot facts are fungible in your world 
0;to the chelsea fan yes liverpool spent mil mil in which you gave us smiley so we spent mil on players bargain ehy but your team mil plus for pentioners lol 
0;teach your children to be a parasitical glommer onner a worthless vile wretched puke who does not create a thing but who loves to lie swindle cheat its way into possession of the works of others and then take over their lives and tell them what is best for them even if they must slay innocents to do it takes a special kind of criminally insane hysterical pig freakery that can only be summed up in one word democrats 
1;thats crazy if i eat pussy then so be it but fact is i dont in you gay ass do fuck outta here bitch 
0;oh my god i d totally forgotten about that lol but holy shit that is so fucking funny lol 
0;yes now we re talking lots of good ideas but many i think would be rejected as tax increases by republicans and lobbyists would fight them all and congress on both sides would fight them do you think romney orobama would be be more open to your proposals 
1;yes his first term is and it s on to his nd time to get the nails out of your brain so that you can think clearer 
0;votto was in our farm before krusty ever came here so was bruce and cueto phillips was here too but not from our farm you idiot 
0;i can type how i wanna i dont give a fuck i trynna get attention i dont give a fuck thats what people needa know bout me i dont give a fuck lol 
1;so are your sisters 
0;dick zinya steps up to microphone tap tap tap dick zinya nbsp bullshit dick zinya walks away a a a a a nd scene 
0;thats a pathetic flop fuck you jvg 
1;im not the moron that tried comparing the two teams its impossible to compare you asked i answered i think the celtics in the s are better than this heat team i can t prove it nobody can grow the fuck up 
0;don t be a fucking asshole don t strike up awkward conversations with strangers on the subway 
0;kikwang isnt in the mv or are you talking about something else 
0;damn you guys woke up baby bron bron and now he choking 
0;and the whole universe is being slowly sucked into a black hole in space see how it all works now we are all fucked no matter how or what we do in life life is rigged to work against us all we cant win no matter what we do we are all hand string puppets being slowly tortured our whole lives till we are dead by some force out there we can not control 
0;you must be very proud to say your team won smiley years ago go devils 
1;you don t intimidate me you two bit bully go fudge yourself you low life low rent douchebag 
0;thank you very much for your work 
1;you re both a couple of homos 
1;your pussy stop hitting woman and fight me bitch ass nigga 
0;sadly its not just nj the whole visa system is rotten from head to toe and hopelessly broken there just arent enough people out there to investigate all the complaints and abuses that are so prevalent in the visa system and so it has become a place of widespread fraud abuse dehumanization and exploitation sadder still is that companies dont realize that when they hire visa holders that they are helping to contribute to the problem nj just so happens to have stumbled across the tip of the iceberg 
0;not to mention all the lame brother in laws she ll be getting 
0;maybe u can just fuck off and leave traditions alone bitch 
0;allan evans some who actually pay to see you more fool them if they disagree with his tax status 
0;what s going on with brown is systemic in the right wing fascist party they don t tell the truth and about half our citizenry are too fucking stupid to check them out they ll swallow whatever they spew and never question it 
1;stfu you absolute dumbass ho bag bush playing golf and cheney forbidding pictures being taken of us soldiers caskets coming home was probably just great as far as you re concerned when you re out watering your tree of liberty try watering your tree of intelligence too maybe one day it will sprout and get you above iq 
0;your comment shows how absolutely little you know 
1;oh my god you are dumber than a box of hair 
1;congratulations you are a complete idiot now go back to smoking your hopium 
1;can you smell the desperation they see it all slipping away hate doesn t sell like it used to sure you can encourage encephalitic headed goobers to throw acid on women and it might just happen sure they might feel good for a few days high fiveing each other but the excitement wears off and then they have to face themselves in the mirror howdy piece of shit how are you today aww why the sad face you still have months until it s over give it your hateful best crosshairs worked good in arizona maybe go that route 
1;your mom smells like fish 
0;remember all the haters screaming to get rid of blanton before the season where are they now not so fat joe is pitching his pudgy lil heart out oh and guess what this team is starting to hit another thing the haters like to dwell on where are they now all you chollie bashers ain t showing your butts now are you whatsamatter seeing the faithful s faith in this team is well deserved by them gotta luv the paper fans gotta luv them get the hell off of our bandwagon you wannabe so calle fans 
0;they do that even on channels with old tv shows s ep for example 
0;i liked the cersei arc in book the rest of it was fairly forgettable 
0;justin i totally think you are right because if someone talks crap about me i don t care but if someone started talking crap about my family or friends or someone i look up to like you i would say that s not cool but if someone touched me i would do what they do to me put harder because i don t believe in fighting for no reason i do not fight but for the real reasons only 
1;i m no liberal you cocksucker just not so stupid a fucker as to shoot a kid going for candy you re a puzzy that is scared of shadows 
0;you are absolutely right 
0;very worthwhile website page i merely got very little to do thus i m simply killing time searching the internet and i feel as if i ve stumbled upon some really practical web site thank you so much 
0;i know this room is the equivalent of a hooker acting offended when you pull your penis out 
0;i see you play you little insult games with other posts 
1;notheism are you serious how can you say this is revenge the rapist was caught in the act i understand your ignorance but for god sakes pick up a dictionary 
1;your dumb this is a clear case of self defense one day you will be in a situation where your glad someone was there to protect your pu y ass just like zimmerman protected his own all evidence clearly points to an act of self defense 
0;ouch i wouldn t call her a turd jeez i mean she is not a very talented actor or a model but she isn t a turd 
0;i like her if you get into her court and be polite and act like you got some common sense then she s okay but if you go into her courtroom acting like a jackass god help you damn with kids 
0;this is an example of what is wrong with america 
0;its all fun and games til someone goes blind 
0;you know a couple of young apes took her to abuse her only hope she comes back in one piece 
0;the quote above states the following and her refusal to endorse a candidate she noted on fox news sunday that she was not convinced romney was a true conservative has only increased speculation that she s simply biding her time until after watching sarah s incredible speech at cpac it seems to me that perhaps there is some truth to this assessment since she has been and still is the voice of the working everyman woman maybe she is bidding her time figuring the establishment will blow this election again with a mushy middle of the road republican if obama wins it will finally unmask the establishment as losers if romney wins he will govern as a major rino and she could primary him not sure if that is her plan or not the only downside to that is will be a much tougher gop field i still believe her time was now if you would have told me after her sept smiley rd speech that sarah would have sat it out and rick santorum of all people was beginning to beat romney i would never have believed it i m not one of these folks that believes in the unelectable meme but if there was person i would have thought would have fit that bill it would have been rick santorum it just goes to show once again what could have been with sarah in the mix if rs can do it i wish her and her family nothing but the best life has to offer but i still believe she might have missed her best chance but it s clear from cpac that conservative s still love her there is always hope but i so wish i could have voted for president palin in 
0;this is the same obama who slandered ghw for an executive privilege claim 
0;ha ha ha poznata pedercina sa juzne tribine kaze da ce popusiti vermezu kurac kao u stara dobra vremena sunce ti zareno pa on svoju nastranost i izoblicenost ne skriva nego javno trazi da mu se stavlja u usta fuj kakva droljetina 
0;i wonder if that d stand up in court he might have killed someone but fuck me he can play cricket he was a prick 
1;garbage overload stop it peasemold you re confusing yourself i never heard so much old shit in my life 
0;aha i see auntyred has finally left her kitchen sink to comment stupid ones at that as usual 
0;bosh is ready they just dont need him to play 
0;blaine jungwirth definitely thought that only deserved a but hey i takes what i gets 
0;thunder have trash bench take away harden what games u be watching 
1;suck a dick pussy ass nigga bitch 
0;i hope you two get in the same situation enjoy your prison time murderers 
1;evelyn we new you were trash in the beginning but as the show grew you got out of control and really showed the world who you really are trash trash is what you are and you and chad are deserving of each other you all are from the same flock 
1;hey bete u sounds like gay u fucking faggot stfu u ghetto ass idk if u are ethiopia or nor but thats how it works in ethiopia 
1;are you stupid if there twins there both you moron you want to know how many minutes apart they are does it matter your just as stupid as them are you related 
0;they are on the level of crazy truthers and moon landing deniers now 
1;nobody sube due your mother and she is a big lip watermelon eatin baboon 
1;fuck fuck fuck you mawe 
1;hey cnn this is what you get when you serve as obama s whore don t you realize he is a pimp daddy and has no loyalty to you how about just straight line reporting the news you guys are like sophomoric dummies doing a class project your reports are laughable 
1;please tell me you tried to spell rondo in your username you seem like a dumb fella 
1;really police wouldn t use tear gas on a white man wanted for smiley counts of capital murder you are such a fool 
0;mrrobp i think this conversation honestly just boils down to a matter of opinion i like burton s batman s too but i felt he changed so much as well to fit his gothic style just like nolan changes a lot to fit his realism edge i dont want ultra realism for all comic books i just feel it really works for batman plus i like more mature movies and the darkness in this series really makes me believe that these people can exist out there when i saw tdk an aspect that made it so mezmerizing and great for me was that i can truly believe that a man like ledger s joker is out there somewhere idk but it made the experience of that film so visceral but that approach wouldnt work for spiderman or avengers or basically all other superhero movies nolan s batman gives the audience something no other superhero movie can give one that can honestly happen and that makes it more fantastical in my opinion 
1;have you ever been though a hurricane moron its a lot more than just a little rain i guess when you get hit with the worst case scenario you can be on your own good luck 
0;i know we were without kadri and frattin etc but norfolk played almost the same amount of games as us they would be just as banged up 
0;and it get s better coming back to the page the fucking autoplay is on again 
0;been there done that got the shirt posting here is part of the counseling for my parole thanks for caring though 
0;mandingo just stop now you are claiming cotto has no balls go learn the sport 
1;would someone who regurgitates and parrots the sheep line from the tape recording really understand 
0;because that is how they get their rocks off our government is run by pedophiles who sexually torture children 
1;fact radical comic creator is written with real basic you have argued against this fact please go to the project page on github and see for yourself fact lunduke has now consumed worth of time has begged for additional money for hardware and has not delivered on his promise as of yet fact you think that i am an ignorant hillbilly though you frequently insert symbols into your responses and use improper numerology when describing a number you habitually forfeit grammar and partially form words in addition to that your stream of consciousness is a collection of poorly constructed sentence fragments in short your english sucks dick fact you think that the internet is the only place where you have freedom of speech i m on the internet and i m in america and i just said whatever the fuck i wanted to i implore you to argue these facts directly 
0;you know what would be fun if you guys talked crap back to us more entertaining 
1;you are stupid 
0;i ll stick a tea bag up your azz 
0;today is a great day to be an american now we stand here one step closer to the dream of liberty and justice for all citizens regardless of race religion gender or sexual orientation we will win this war for our equality take a look at the polls my generation is overwhelmingly on the side of marriage equality anti gay bigots are becoming the minority and quickly but don t worry you guys i promise we wont treat you bigots as badly as you treated us now that would just be cruel lol down smiley to go 
1;it s because you re an obama slave 
1;i don t care how you feel i don t care what you think about me i am in fact the rational one in this conversation and you continued display of stupidity is more evidence of your blind allegiance to true source of change you poltroons think we need is marxism you idiots are plunging headlong to your own destruction and laughing and cheering about it you a pitiful pathetic spectacle 
1;you sir are a m ron 
0;otra historia estaria contanto el senador escalona si en el binominal no ubiese estado y la udi y rn con un smiley de los votos de la epoca obtuviera de los esca os de diputados y en el senado no ubiesen estado los senadores designados quienes han protgido entonces la mal llamada obra de la inequidad en chile entonces los mismo que hoy nos gobiernas pues los cuorum para cambiar leyes economicas y debito fiscal tenian que pasar por cierto por rn y la udi que mala memoria de los que bomitan odio y balas en este foro 
0;thunder down after the spurs sweep 
1;nealcity are you employed by whom you re talents are wasted at whatever you do i m sure of it lulz 
0;slimshadyzz yeah you are so number in terms of stupidity who cares when you re the first one to post smiley 
0;a nickelback riot is when their two fans get into an argument 
1;keep telling yourself that you dumb tea maggot the only true racists left are turds like you and your worthless tea maggot friends 
0;this week the obama funded solar company went belly up energy conversion devices managed to blow smiley million in tax credits before filing for bankruptcy reuters reported lightweight solar product maker energy conversion devices inc filed for bankruptcy protection on tuesday the latest in a string of solar companies that have collapsed in an industry shakeout the company whose filing follows years of losses and months of public discussions with bondholders said it would sell its united solar ovonic unit and other assets in bankruptcy energy conversion whose solar laminate products are used for panels on rooftops and buildings said it would continue to operate during the sale process of course democrats praised the company as one of his solar success stories before they tanked read more at gateway pundit 
0;kwaartz do yourself a favor go to africa and look at the cultural achievements there before the white man came no wheel no reading or writing no bridges no buildings other than mud huts that look like bird nests then tell me if you are proud of your african culture far better to be proud of us culture methinks 
0;possibly but you are not that anyone 
1;jeff bootstraps fisher is a troll anyone feel free to add to what you think of him 
1;are you guys fucking retarded you re trying to take pictures of these girls you guys are worse than the scum of the earth 
0;i like the cover that is a keyboard good idea hopefully it will be better than the nokia windows phone okay but not great 
1;odd you post this you critize me every day via email via pinterest via twitter wherelse via south station btw everyone there are just as big of losers if they condone your relationship with a married man whore 
0;why not they used flame throwers in aliens 
0;or rampage you need a little danger in your life right 
0;shit its saturday night 
1;then don t watch it loser 
0;go back into hiding bush america still hasn t gotten over your failed presidency 
0;how can you put creation in philosophy it has no fucking logic creation doesnt belong in philosophy 
0;wxcraig sheep me hasn t been posting all day and nobody was talking about rdb you just appeared out of no where giggity and started attacking him for nothing fans like this seconds ago ing loving this reply quote flag 
0;umm joey the lion s share of those old racist fat women hating white homophobic baggers are transplant from the very liberal very very democratic northeast soo that means that democrats are old racist fat women hating white homophobic baggers and since you just outted yourself in an earlier comment it s apparent that you certainly know these transplanted democrats on a biblical basis need a pillow to sit down on joey you are soo easy to slap around so pathetic so worthless 
0;there you are had to unfollow then follow you again to see your pins 
0;if eating pussy gives you hair on your chin then harden must ve ate the whole wnba out 
0;hasn t everyone had a least a minor flirtation with a teacher i don t know it s not all that scandalous to me if you were underage it was simply criminal 
0;wow that certainly puts things in perspective mary thoughts prayers are with you 
1;can you post a statement without using the word idiot try being a little more eloquent with your retorts or just start pulling the wings off of flies to while the hours away 
1;how about you stfu if this was a seriously depressed person he would have tried to kill himself already your comments are always crappy and full of negativity stop 
1;you are really stupid 
0;no you re getting played like a fiddle 
0;really what games are you watching let me know when your sitting games back cause your about to face us and bust you down to games back 
0;lol ralph you are the guys who are still in moi era 
0;oisin good spot and to celebrate his th birthday here s some of his best jokes 
0;i think you are confusing the way things are with the ways things should be operations is everyone s responsibility but it should not be that way see for more detail also i did not coin the term noops it was coined by forrester in april 
0;if britney spears were an unknown she d be the first person booted off this show or any singing show her voice could kill small animals 
0;if romney gets a first term we will be in exactly the same spot you have this fantasy that the politicians and parties run this country the true power lies with the nsa and cia the president is nothing but a figure head 
0;joshxdlozano mafyoso if you give me your email i will email it to you if you don t have it on your idevice 
0;you calling others ignorant assholes hahahah that is a fucking joke 
1;you re intellectually challenged 
1;lame congress idiots or tyrants debating bullshit there are no terrorists except those who invented terrorism mossad and the u s military intelligence go watch the whistle blower at w w w dormantideas c o m and you will see this congress is completely out of touch or with the tyrants bought and paid for this is no joke acts that are equal to hitler s enabling act of and you debate what the fck are you debating fckng wake up idiots 
0;fox news fc f feb baed a e smiley isqus you hit the nail on the head illegal is illegal 
1;too bad your liberal education failed you you are a product of the liberal moocher society 
1;what you are jussi is a plain old fashioned idiot i am no fan of the usa any more than i am a fan of airchair bigot warriors like yourself i am talking about the politics inherent in warfare and made a comment as to why hamas chooses now to accept responsibility openly you fool this is the area i am trained in political science not superstition and religiously motivated jargon like you 
0;who so ever you are bravo 
0;it is bad i can t even begin to reflect and do justice to how much damage this program has caused children i was dealing with kids in and out of foster care know of many who were abused lots on drugs and alcohol now because of abuses no one cares give the fosters and close the door if you have a working fire smoke alarm and lock up your guns you are good to go 
0;i hope the gobbly gooker is a unlockable character on wwe 
0;it s better to die facing your enemy than to win hiding in a bunker 
1;you re name is anon stfu 
0;go do whatever pray tell gay atheists do 
0;there aren t many people more worried that obama might lose in november than beck when you re making millions selling fear to low iq rubes barack obama in the white house is very good for business 
0;i raze your pathetic apple orchard to build my majestic beach house 
0;just those three the others who beat up rodney in california aren t any better 
0;nobody gives a damn what you want crybaby 
1;rhett and i would never say you re a troll 
0;because none of you guys have called someone or even txted while driving you guys are way to harsh kid was im sure he learned his lesson and feels like shit for taking someones life people make mistakes and he shouldn t sit in jail for a max sentence 
0;the fa need to look closely at the vt its a smiley game ban balotellis nothing but trouble 
0;obama killed bin laden who do you want him to kill or why not just do it yourself 
1;are you that desperate to try and prove your point that your hunting all of my comments about the avengers down now you are really pathetic i hope you realize that 
1;fuck u faggot who the hell are you to call a county shit u gotta be a bastard get your self fucked u base born piece of shit 
0;yo deteesto esa actitud de noo alejate el es mio d da fuck bro tan divertido que es sabrosearselos en grupo c y lanzar frases de alba il 
0;oh dear now you will be sorry in fact you will probably wish you had never been born if you had smuggled it into the uk and were unlucky enough to get caught you would have got a slapped wrist by one of our weak judges asia is different drugs are not tolerated there are no human rights sentences are long prisons are real prisons not like the uk world famous holiday camps 
1;that s the teabaggers who are creating the police state fucktard you lose yet again 
0;he is a convicted murderer and a hardened terrorist saying he is a racist complements him and i can t believe he really knows what a racist is nothing wrong with being a racist it merely means you are supportive of your heritage and beliefs 
0;you are wasting your breath bc argie is most likely a paid shill for aipac israel has an entire propaganda program called megaphone etc 
0;when a decision goes against them why do all foreign players look like you ve just raped their wife stolen their dog and shit in their bed 
1;romney no one s ever asked to see my birth certificate you fucking liar i have asked several times on this site to see your supposed birth certificate when are you going to produce it motherfuker so then that means that rich pathetic pasty faced bottom feeder fuks like you get a pass but obama has to produce his birth certificate time after time after time 
0;beautiful freecheese just beautiful a poetic verse of knowledge and wisdom it should be posted in the congressional chambers 
1;and you are the one who daily licks it out 
1;i am a mm fan but he was rather unfair to most of his band members you cant just blame it on pogo as you dont know nor have you ever spoken to either of them so stfu you fucking arseholes several of mm s band mates have spoken out about what manson was really like to work for and as for poor ginger he was paid lower then any of the other band mates get a bloody life 
1;why dont you just eatshitanddie you are not wanted here now run along skippy 
0;jsdavis making all care for the least among us voluntary is a great way to put all the burden on the good guys while leaving the greedy bastards with plenty of money to destroy the good guys the only people that object to being required to do good are the ones who would not do good otherwise 
